Time;ROI1;ROI2;ROI3;ROI4;ROI5;ROI6;ROI7;ROI8;ROI9;ROI10;ROI11;ROI12;ROI13;ROI14;ROI15;ROI16;ROI17;ROI18;ROI19;ROI20;ROI21;ROI22;ROI23;ROI24;ROI25;ROI26;ROI27;ROI28;ROI29;ROI30;ROI31;ROI32;ROI33;ROI34;ROI35;ROI36;ROI37;ROI38;ROI39;ROI40
20,802;87,5748;85,1306;77,898;65,44759;71,5619;83,3652;75,5529;73,106;73,62563;71,6131;71,21104;68,43682;70,45737;99,07;86,98615;145,7242;100,21263;221,96754;78,16561;69,63692;66,03149;66,20562;75,53466;75,52903;69,29649;68,11977;67,28077;75,39938;62,79812;95,3305;93,0499;104,81413;160,73375;90,8173;78,09358;184,6066;85,23288;67,50856;97,05869;94,7167
20,873;87,2785;84,8394;78,0246;65,31639;71,9028;83,7265;76,00135;73,2591;73,63376;71,4975;70,95966;68,20054;70,30096;99,33714;87,55387;145,9246;100,44377;222,00974;78,25053;69,76498;66,31547;66,26022;75,74596;75,81644;69,339;68,208;67,58772;75,47312;62,91916;95,6096;92,9345;104,54115;161,10217;90,60521;78,28511;184,89304;85,36047;67,71408;97,03768;95,0299
20,9429984;87,5887;85,1665;78,4157;65,62863;72,1639;84,0079;76,08383;73,8216;73,67012;72,038;71,44273;68,54057;69,82383;98,99303;87,61618;146,2163;100,5479;222,31361;78,15125;69,74319;66,10956;66,38939;75,60225;75,91183;69,83103;68,36779;67,34975;75,46134;62,81236;95,577;93,8021;104,7598;161,1505;90,91888;78,1632;185,11087;85,30891;67,47141;97,46902;95,0844
21,014;87,673;86,5872;79,3141;65,50526;72,4376;85,4809;76,6982;75,4315;73,94251;72,6766;71,09487;68,23976;69,05251;100,02893;88,71441;147,8441;99,71588;222,04744;78,05704;69,66349;65,76581;65,93853;75,42767;76,96141;70,5202;68,65914;68,01575;76,18356;63,38311;95,6128;93,4566;105,99072;161,03355;91,21395;77,49173;186,20488;84,95793;67,72221;97,10649;94,5138
21,085;88,6936;87,309;79,65;65,79086;72,5393;86,0822;76,70148;75,9464;73,62137;73,1174;71,1252;68,24536;68,82835;100,11;88,43098;147,4496;99,8046;221,30511;78,27377;69,63931;65,97023;65,8936;75,49905;76,73855;70,69076;68,594;68,08938;76,21506;63,51056;95,6223;93,3352;106,17882;160,77789;91,1654;77,45321;186,06252;84,77432;67,87199;97,00923;94,3495
21,1559984;89,2672;86,8471;79,6063;65,36819;72,3729;86,6998;76,67085;76,4251;73,63173;72,7215;70,49952;68,45847;69,16431;100,28393;88,4193;146,8502;99,90138;221,10037;77,97676;69,5344;66,03113;66,12668;75,65559;76,93707;70,10521;68,49474;68,08339;76,23323;63,18515;95,734;93,288;105,76816;160,33188;90,95535;77,74533;185,75848;84,85241;67,83628;97,04469;94,6294
21,226;89,7893;86,5162;79,3169;65,43831;72,3439;86,5189;76,16458;76,0294;73,18748;72,5561;70,52921;68,63002;69,72445;99,825;87,89312;146,17;100,0065;220,99576;78,13456;69,92473;66,29669;66,38377;75,79076;76,39488;69,85706;68,42113;67,65292;75,87814;63,13417;95,6621;93,6676;105,06061;160,41203;90,72149;78,22899;185,61929;85,09603;67,59681;96,88949;94,9028
21,297;89,6633;86,3981;78,693;65,39995;72,0993;85,6441;75,83292;75,2527;73,1424;72,0972;70,40206;68,29521;70,04009;99,43285;87,83167;145,6456;100,07742;221,14381;77,92205;69,68324;66,05966;66,28955;75,84045;75,87325;69,63708;68,35855;67,44178;75,81746;62,82001;95,1624;93,3139;104,69018;160,18288;90,55367;78,44183;185,66008;85,24557;67,72047;97,03813;95,1347
21,368;88,6507;85,9847;78,6052;65,40972;72,0426;84,9924;75,87011;74,338;72,89539;71,747;70,71603;68,42484;70,20554;98,99429;87,43098;145,0304;99,87737;221,21597;77,96219;69,63658;65,85796;66,51108;75,76306;75,85485;69,4458;67,87484;67,27656;75,6298;62,84019;95,2851;93,196;104,42934;160,15883;90,70437;78,31277;184,77679;85,04927;67,71756;96,87772;95,0485
21,439;88,8753;86,1508;78,7394;65,46934;71,9449;84,794;75,85219;74,2874;73,12878;71,7405;70,86447;68,54965;70,34444;99,12286;87,61488;145,6422;100,14468;221,3613;78,10393;69,68154;65,97048;66,51981;75,9617;75,8626;69,36185;67,86817;67,26835;75,69841;62,76794;95,7344;93,4901;104,61469;160,82022;91,07126;78,39722;185,04933;85,21196;67,7373;97,08162;95,2079
21,5089984;88,4775;86,2637;78,7496;65,43489;71,9133;84,3343;75,87647;74,1705;73,32846;71,4539;70,7383;68,57187;70,36308;99,18429;87,61835;145,6338;100,33286;221,94232;78,50676;69,97854;65,91008;66,72668;76,00174;76,01389;69,47609;67,80559;67,30694;75,75653;63,00954;95,8035;93,3583;104,9134;161,045;90,69507;78,61297;185,11014;85,17377;67,73208;97,07626;95,3995
21,58;88,4631;85,97;78,7805;65,48962;71,9053;84,2285;75,58817;73,7194;73,70262;71,5265;70,73959;68,4063;70,62676;99,00964;87,39853;145,9949;100,32792;222,00874;78,41656;69,96015;65,91168;66,48299;75,74249;75,74324;69,7407;67,71506;67,28077;75,64925;62,93557;95,3702;93,4055;104,79819;160,83455;90,93712;78,4642;185,22321;85,1213;67,95414;97,1345;95,2949
21,651;88,0624;85,4573;78,6681;65,34498;72,0977;84,3168;75,57372;73,5191;73,76031;71,2246;70,95483;68,56047;70,52512;99,14571;87,65945;145,8354;100,14962;221,92435;78,34453;69,95538;66,13883;66,61373;75,88303;75,84295;69,80712;67,54142;67,25416;75,31464;62,9559;95,8326;93,7078;104,63375;161,06734;90,76223;78,42223;184,71843;85,26489;67,50914;97,07417;95,1892
21,7219984;88,2752;85,4399;78,4053;65,5849;71,9534;83,9488;75,54115;73,4247;73,60877;71,2872;70,89803;68,61109;70,23376;98,93196;87,27737;145,7993;100,19384;222,15755;78,312;70,0453;66,18688;66,71513;75,80294;75,95438;70,1695;67,68813;67,35107;75,57194;62,82111;95,8355;93,1869;104,77286;160,78592;90,99683;78,27611;184,73431;85,10929;67,6357;97,18349;95,0691
21,792;87,4425;85,2856;78,0399;65,30662;71,8341;83,8376;75,68028;73,3225;73,56713;71,077;70,79929;68,52589;70,0559;99,36857;87,57637;145,836;100,02529;222,11162;78,16054;69,88896;65,99617;66,57504;75,80943;75,71186;70,08076;67,9882;67,25571;75,37762;62,73057;95,5457;93,1735;104,5017;161,02298;90,77265;78,33077;184,65591;85,27061;67,52395;97,26705;95,1674
21,863;87,9595;85,2825;77,8833;65,41461;72,1258;83,639;75,30449;73,0754;73,29108;71,1321;70,92126;68,52319;70,21175;98,98;87,36261;145,5692;100,38514;221,76804;78,26511;69,96458;66,02594;66,54571;75,89585;75,82546;69,85016;68,23698;67,4185;75,66103;62,93698;95,7011;93,4539;104,67777;160,95073;90,64856;77,99352;184,82466;85,19252;67,33846;97,3524;94,804
21,934;87,6877;85,2393;77,6095;65,31248;71,9278;83,6646;75,4313;73,3157;73,27768;71,4053;70,88932;68,41016;70,24788;98,80732;87,17049;145,5908;100,37624;222,03795;77,88002;69,81335;65,71146;66,49017;75,89491;75,80292;69,66631;68,37317;67,27545;75,53943;62,77779;95,173;93,4454;104,66209;160,84438;90,63126;78,14851;185,09842;84,9106;67,61597;97,09488;94,8702
22,005;87,9123;85,5388;77,7091;65,41876;71,6982;83,6961;75,65524;73,4451;72,80195;71,4757;71,00549;68,48126;70,07961;98,71268;87,30723;145,2633;100,26406;222,17104;78,16096;69,72276;65,81806;66,63619;75,99921;76,05319;69,20297;68,58118;67,28454;75,64107;62,88272;95,6518;93,4931;104,96029;161,0249;90,77005;78,27677;185,20634;85,15731;67,37997;97,19794;94,8839
22,0749984;87,8099;85,2856;77,5613;65,24334;71,5444;83,7541;75,58547;73,2501;72,96669;71,471;70,79187;68,36766;70,01016;98,84679;87,14539;145,1205;100,22436;222,04445;77,87706;69,51839;65,63649;66,28674;75,82336;76,0467;68,87354;68,68556;67,30517;75,31567;62,52995;95,5213;93,2128;104,62186;160,64857;90,69395;78,08961;184,642;85,04036;67,56633;97,15222;95,0078
22,146;87,6325;86,1397;78,6202;65,40801;71,9373;84,6033;76,39352;74,0302;73,45562;72,2626;70,81413;68,26681;69,12874;99,35089;88,45435;147,0321;99,89757;221,84819;78,02133;69,42575;65,44985;66,1064;75,65543;76,26956;68,65675;68,38933;67,24928;75,67178;62,69945;95,2752;92,9659;105,23054;160,73439;90,69098;78,1366;185,04884;85,0878;67,61452;97,31427;94,8527
22,217;88,0994;86,6576;79,4829;65,69656;72,394;86,0968;76,44884;75,2697;73,65752;73,0445;71,2972;67,96793;68,99323;100,23483;88,63479;147,8701;99,60398;221,5201;78,1635;69,46764;65,26198;66,0649;75,48417;76,76344;68,99097;68,70454;67,74651;76,24168;63,51196;95,5922;93,1294;106,41745;160,47083;90,99776;77,43918;185,9492;84,61027;67,4656;96,72684;94,2958
22,2879984;88,9638;87,0526;79,8366;65,53824;72,3168;86,2023;76,52534;75,9249;73,66037;72,9816;70,8535;68,23744;68,89667;100,46893;88,63263;147,0653;99,40746;221,17004;78,20068;69,6955;65,70171;66,12044;75,78015;76,57176;69,00531;68,21928;67,91174;76,11086;63,72619;95,6486;93,2676;105,8925;160,1647;90,99014;77,43746;186,38901;84,65348;67,90131;96,68588;94,3307
22,358;89,5984;86,7917;79,4463;65,61813;72,2441;86,3765;76,19118;76,0532;73,62807;72,6505;70,42788;68,08907;69,06776;100,34464;88,02856;146,4656;99,69045;221,03471;78,12463;69,72037;65,98567;65,93572;75,66603;76,07195;69,03932;68,13081;67,67088;75,88837;63,26802;95,4975;93,3896;105,55042;160,28902;90,98735;77,872;185,48865;84,87402;68,00842;96,85865;94,5019
22,429;89,6987;86,0763;78,6828;65,31053;72,0962;85,5096;75,6506;75,8242;73,26488;72,1676;70,41077;68,4743;69,47657;99,73214;87,66465;145,7898;99,54196;220,65942;77,99429;69,56097;66,21899;66,42746;75,67395;76,05626;69,45005;68,00128;67,27722;75,64286;63,08288;95,7656;93,3619;104,74725;160,35464;90,58642;77,91238;185,03664;84,84886;67,70131;96,74769;94,7942
22,5;88,8736;86,217;79,036;65,61398;71,9378;84,9257;75,74022;74,9287;73,2533;71,9137;70,64214;68,52164;70,01299;99,35286;87,27348;145,6262;99,92667;221,09763;78,24609;69,66928;66,06028;66,18596;75,71621;75,75208;69,9017;67,54578;67,42759;75,54839;62,92025;95,3535;93,2941;104,75967;160,32866;90,68409;78,3276;184,96973;84,96787;67,67924;96,81352;95,0162
22,571;88,2849;85,9446;78,8949;65,19936;72,0551;84,3261;75,51185;74,47;73,35263;71,6421;70,55986;68,62075;70,41332;99,39286;87,26136;145,4634;99,66869;221,09688;78,19899;69,83311;65,89735;66,43058;75,71241;75,8177;70,12061;67,4278;67,2912;75,55862;62,86834;95,5245;93,3945;104,61729;160,81862;90,8733;78,42554;185,01514;85,11112;67,70334;96,71343;94,8581
22,6419984;88,3868;86,0944;78,6842;65,30931;71,985;84,2409;75,59684;74,2222;73,11416;71,448;70,95708;68,46465;70,42067;98,90875;87,03419;145,6299;99,83343;221,65443;78,09886;70,13351;65,76704;66,23338;75,60509;75,64948;70,15887;67,317;67,32934;75,67384;62,84097;95,7053;93,5479;104,72153;160,48824;90,6627;78,52905;184,69792;85,34195;67,80726;97,0986;95,2647
22,712;87,8736;85,784;78,7689;65,24139;71,7213;84,2262;75,48815;74,0366;73,20882;71,5022;70,91481;68,37519;70,33879;98,74839;87,63869;145,8085;99,83739;221,53908;78,12379;70,09707;65,99641;66,40749;75,90012;75,76974;70,45218;67,29623;67,25372;75,42191;62,92838;95,6291;93,4067;104,29206;160,74263;90,54362;78,56347;184,74017;85,21436;67,59361;97,00909;95,018
22,783;88,1273;85,6238;78,4398;65,27975;72,0481;83,8647;75,57352;73,5771;73,26508;71,2498;70,71926;68,40823;70,31677;98,61125;87,42017;145,4091;99,97612;221,7915;78,32045;69,82902;66,01927;66,4287;75,75546;75,57429;70,16685;67,89151;67,34686;75,70532;62,76685;95,3184;93,1135;104,77534;160,95532;90,65005;78,18094;184,47449;85,10873;67,50014;97,00462;94,7594
22,8539984;87,6919;85,1383;78,0224;65,10506;71,6261;83,6933;75,27462;73,2448;73,71197;70,909;70,6244;68,46194;70,27273;98,98339;87,30939;145,5808;100,31902;221,9975;77,98733;69,5109;65,82992;66,46552;75,80547;75,55932;69,93996;68,50603;67,28986;75,36533;62,74496;95,1358;93,3467;104,57732;160,65691;90,46065;78,18398;184,87155;85,09249;67,5463;96,89053;94,6601
22,925;87,7611;85,5563;78,1504;65,35548;71,7108;83,8239;75,37637;72,7891;73,57607;71,2866;70,77541;68,64819;70,25861;98,77;87,26742;145,4519;100,18254;222,04195;78,10098;69,53883;65,86858;66,07363;75,46312;75,92715;69,55526;68,62401;67,37259;75,57988;62,7179;95,0979;93,474;104,56217;160,91299;90,44167;77,95791;184,46812;85,00423;67,48041;97,12704;94,8683
22,995;87,7505;84,992;77,6157;65,13438;71,3288;83,3618;75,32164;72,5749;73,753;71,2106;70,59148;68,58076;70,19537;99,07446;87,39377;144,9104;100,14679;221,99251;77,78517;69,06438;65,69257;66,20468;75,81403;75,94753;69,46281;68,70941;67,01353;75,28341;62,5509;95,1096;93,551;104,54663;160,79094;90,66958;78,05241;184,70012;85,03144;67,53323;97,21984;94,6472
23,066;87,8829;85,0686;77,7363;65,43904;71,3378;83,511;75,254;72,4734;73,40037;71,2321;70,64021;68,44146;69,94241;98,92464;87,47771;145,1623;100,21998;222,04045;77,98415;69,33345;65,75729;66,12699;75,55572;75,65218;69,22317;68,51064;67,25039;75,46262;62,61048;94,9362;93,0877;104,6186;160,71162;90,55442;77,94057;184,80074;85,11752;67,72569;97,2115;94,7163
23,137;87,67;85,1815;77,5593;65,29099;71,1559;83,4902;75,13336;72,7725;73,36644;71,4589;70,77573;68,38215;69,98419;99,05589;87,42449;145,4499;100,13549;222,05968;78,26278;69,28542;65,6245;66,47176;75,79883;75,82005;69,36025;68,31136;67,30273;75,6874;62,68788;95,0652;93,0058;104,77312;160,85785;90,63516;78,06724;184,71306;84,99406;67,34194;97,09666;94,8132
23,2079984;87,8285;85,108;77,6638;65,33301;71,4902;83,3956;75,3438;72,7495;73,30164;71,6439;70,62955;68,3893;69,90627;99,10375;87,51017;145,4784;100,14143;222,11461;78,00423;69,54905;65,50976;66,39345;75,79456;75,70429;69,42508;68,19287;67,02639;75,61214;62,64097;95,3429;93,0037;104,58829;160,73322;90,69582;78,02502;184,93553;84,92638;67,7701;97,06345;94,8507
23,278;87,5719;85,8203;78,5709;65,52773;72,1203;84,6446;76,03777;74,5202;73,52204;72,4536;70,90965;67,79714;69,33258;99,39875;88,09823;147,1466;99,80037;221,77254;78,10414;69,87296;65,40884;66,28362;75,54733;76,0238;69,38098;67,8933;67,1976;75,59063;62,72134;95,1092;92,9787;104,97035;160,52052;90,71572;78,2327;185,15727;84,86796;67,45892;96,79103;94,7206
23,349;88,0501;86,5531;79,3384;65,42536;72,2301;85,6469;76,50221;75,5013;73,31038;72,5601;71,0797;67,97411;69,15302;100,10607;88,82691;147,524;99,15668;220,99376;78,05091;69,72207;65,50828;65,91108;75,16778;76,63289;69,6068;68,07284;67,48015;75,89862;63,40735;95,6;93,116;105,65426;160,42262;91,24614;77,24884;185,70988;84,35509;68,03484;96,7608;93,993
23,4199984;89,0792;87,1181;79,9703;65,77156;72,2271;86,0729;76,44305;76,3157;73,39285;72,4539;70,62762;68,03226;69,30887;100,52732;88,14063;147,7389;99,83018;221,18776;78,35213;70,11308;65,91502;66,29641;75,34315;76,44717;69,62434;67,71711;67,74518;76,08884;63,48256;95,634;93,0822;105,65974;160,34619;91,10661;77,63468;185,82491;84,63599;68,00116;96,89276;94,3964
23,491;89,5048;86,7241;79,3158;65,36721;72,5835;86,1356;76,11101;76,5047;73,45318;72,3953;70,61246;68,44649;69,47713;100,13036;88,01904;146,8259;99,73622;220,67889;78,20364;70,08753;66,4275;66,54134;75,68044;76,34025;70,07279;67,6476;67,49545;75,75525;63,3437;95,8557;93,6636;105,33372;160,74519;91,14456;78,01244;185,41295;84,96525;67,88998;96,63316;94,8768
23,561;89,922;86,2508;78,9201;65,60616;72,6737;85,6038;75,82097;75,7827;73,62482;72,2922;70,55341;68,48473;70,09261;100,21446;87,68628;146,0764;100,13182;220,91785;78,17533;69,93835;66,53866;66,36693;75,72634;75,96015;70,09193;67,81739;67,7485;75,70481;63,15059;96,0149;93,6164;104,8767;160,6955;90,928;78,33276;185,15703;85,18018;67,69405;96,78984;94,9086
23,632;88,7345;85,9822;78,8842;65,39897;72,7128;85,038;75,99075;74,9864;73,28113;72,1723;70,83027;68,79965;70,22304;99,58553;87,29121;146,0022;99,8905;221,12685;78,27271;69,80382;66,41798;66,40998;75,80073;75,79318;69,80659;67,37933;67,25416;75,53738;62,94683;95,722;93,9939;104,46996;160,65295;90,85954;78,63415;185,13113;85,17034;67,5164;97,09934;95,1358
23,703;88,7021;85,9645;78,5831;65,24407;71,8757;84,4614;75,76488;74,2723;73,19257;72,0265;70,86544;68,80641;70,2812;99,20197;87,35915;145,4305;99,82848;221,23296;78,00824;69,58004;66,18441;66,47707;75,72586;75,88622;69,61317;67,72736;67,387;75,38863;62,72963;95,7138;93,6575;104,4761;160,84352;90,61619;78,50801;184,82368;85,30868;67,59361;97,30473;95,0831
23,7739984;88,1795;85,8447;78,3942;65,14537;71,8657;84,0779;75,7011;74,0366;72,96344;71,7492;70,64601;68,62036;70,14399;99,06322;87,12852;145,4904;100,18664;221,41098;78,11597;69,59843;66,16119;66,40437;75,77018;75,44572;69,51753;68,09592;67,442;75,39247;62,78561;95,2401;93,5212;104,44801;160,54884;90,53302;78,27876;184,42638;85,36938;67,57765;97,13509;94,9987
23,844;88,2659;85,6493;78,1779;65,01784;71,7614;83,8849;75,57372;73,7593;73,18362;71,5084;70,71862;68,67967;70,05025;98,96732;87,12679;145,6436;100,20995;221,58003;78,02028;69,35661;65,72406;66,29329;75,64087;75,65182;69,37354;68,27392;67,23797;75,55684;62,71353;95,0621;93,618;104,7385;161,23535;90,56539;78,18398;184,54604;85,21425;67,63802;97,11126;94,8541
23,915;88,1378;85,6116;78,1982;65,1312;71,5328;84,0025;75,48506;73,467;73,22689;71,4271;70,57535;68,52319;70,18407;98,99643;87,38209;145,2033;100,01597;221,77803;77,99049;69,40395;65,71146;66,66615;75,70576;75,66444;69,62115;68,3683;67,40896;75,5512;62,65973;95,1989;93,6822;104,56309;160,99498;90,69451;78,33461;184,6459;85,10747;67,55965;97,2681;94,6721
23,986;87,9654;85,3316;77,9017;65,22551;71,59;83,7788;75,36732;73,0653;73,33638;71,5931;70,5363;68,62944;70,04517;98,97125;87,42449;145,3477;100,23199;222,16304;78,07837;69,54666;65,70714;66,24056;75,71035;75,9542;69,5526;68,41267;67,22777;75,30466;62,68616;95,1241;93,1531;104,83633;160,81958;90,57823;78,24368;184,81123;85,09192;67,47141;97,12898;94,8548
24,057;87,759;85,3246;78,113;65,34962;71,2777;83,8483;75,11929;73,0336;73,38574;71,4464;70,32623;68,24614;70,12704;98,95536;87,18607;144,9609;99,93996;222,02922;77,91339;69,55415;65,79138;66,55756;75,77382;75,53732;69,38045;68,12695;67,3187;75,6426;62,48084;94,8546;93,1632;104,80525;160,77415;90,67107;78,0998;184,63174;85,09843;67,51843;97,0773;94,8804
24,1269984;87,8217;85,4702;78,2093;65,4024;71,6221;83,7687;75,27655;73,0094;73,09141;71,3931;70,5505;68,42388;69,88538;98,87339;87,51969;145,3553;99,9213;221,94707;78,07098;69,84537;65,9081;66,3351;75,94033;75,72485;69,4033;67,86022;67,12641;75,36866;62,71243;95,0408;93,1473;104,87173;160,49113;90,63367;78,16903;184,77167;85,04733;67,47373;97,36387;94,9082
24,198;87,8963;85,0237;77,951;65,49279;71,1198;83,7152;75,07304;72,5334;72,95937;71,4564;70,37463;68,29559;69,98363;98,9525;87,4379;145,2601;99,90279;221,75305;77,8365;69,73876;65,72888;66,25117;75,60462;75,53715;69,57652;67,90279;66,64404;75,47517;62,72009;94,9145;92,7047;104,50117;160,63136;90,58624;78,09927;184,92503;84,99977;67,55327;97,01549;94,7392
24,269;87,1121;84,6935;77,3713;65,33325;70,5995;83,02;74,63018;72,7522;73,27747;71,2701;69,91836;68,13543;70,01863;99,13679;87,17222;145,1943;99,93741;221,80899;77,93663;69,87637;66,02161;66,01904;75,39158;75,41129;69,32519;67,62221;67,13595;75,56657;62,65864;94,5961;92,8813;104,41589;160,49049;90,83442;78,24236;184,71208;84,89037;67,52075;96,88278;94,4748
24,3399984;87,4071;86,046;78,9819;65,54777;72,1368;84,8061;76,10638;74,6337;73,22669;72,2844;70,75089;67,85394;69,37041;99,9225;88,30982;147,1697;99,52741;221,79675;78,36607;69,52827;65,57658;65,69766;75,25894;76,11071;69,36557;67,60734;67,38545;75,84178;63,01939;95,2128;92,9714;105,55499;160,76262;90,744;77,74136;185,34677;84,61667;67,83745;96,98838;94,6972
24,41;88,2878;86,875;79,5364;65,69485;72,0085;85,6688;76,30102;75,5504;73,41377;72,1498;70,85221;68,18296;69,03558;100,44482;88,18304;147,809;99,3939;221,0769;78,30883;69,44278;65,76321;65,72543;75,19579;76,2912;69,4814;67,91023;67,91395;76,06042;63,42736;95,2787;92,7428;105,97231;160,48599;91,11591;77,41456;185,6149;84,46702;67,87431;96,53381;94,2537
24,481;88,6738;86,7851;79,578;65,57488;72,1729;85,919;76,39082;76,0803;73,91225;72,2302;70,73185;68,20789;69,15697;100,20928;88,33578;147,3306;99,59296;220,92485;78,19772;69,49693;66,18935;65,90765;75,29613;76,2591;69,64719;67,78944;67,99157;76,09242;63,46333;95,3734;93,4323;105,77913;160,57887;91,00912;77,89649;185,44542;84,88453;67,76865;96,78403;94,6343
24,552;89,6186;86,3187;78,9977;65,10995;72,5825;85,5312;76,00096;76,0724;73,77006;71,9788;70,77831;68,38814;69,57256;100,33965;87,74123;146,4221;99,67208;220,65742;77,89797;69,46662;66,16218;66,00031;75,46755;76,24667;69,62487;67,69711;67,61854;75,77266;63,00485;95,4926;93,4341;105,06008;160,51711;91,00037;77,97154;185,52087;85,0686;67,78055;96,67471;94,5546
24,623;89,2676;85,8896;78,5344;65,36062;72,589;85,0957;75,57275;75,0853;73,46841;72,0327;70,52662;68,38911;69,5703;99,47607;87,39939;145,8676;99,93246;220,99077;77,8553;69,67234;66,22122;66,2;75,30168;75,55896;69,60892;67,52321;67,65003;75,56272;62,94902;95,2035;93,7467;104,30969;160,27362;90,63051;78,28458;184,89719;85,08449;67,69318;96,85955;94,6579
24,6929984;88,8163;85,6614;78,6466;65,2067;72,1539;84,6604;75,81287;74,4466;73,47126;71,4368;70,67441;68,75889;69,90288;99,19857;87,4007;145,53;99,90421;220,91736;77,96937;69,74796;65,98864;66,5869;75,59956;75,79787;69,79649;67,69248;67,33999;75,55171;62,82643;95,295;93,919;104,36664;160,41972;90,57488;78,43574;184,60196;85,29861;67,57068;96,84286;94,6197
24,764;88,1087;85,6165;78,2331;65,29636;71,809;84,3182;75,7038;73,971;73,42108;71,5782;70,616;68,51314;69,56126;99,09;87,22588;145,3627;100,10851;221,19476;77,95923;69,38284;65,80003;66,30827;75,46835;75,49081;70,04729;67,90536;67,55622;75,62494;62,58295;94,9716;93,6819;104,36285;160,60881;90,34344;78,48114;184,38315;85,26638;67,773;97,03336;94,9066
24,835;88,0872;85,3528;77,9666;65,22086;71,409;83,9508;75,56273;73,4655;73,14727;71,5003;70,52565;68,63872;69,72558;98,9725;87,3955;145,0668;100,00212;221,52559;77,89354;69,82016;65,64118;66,54758;75,72887;75,6666;69,58183;68,25802;67,36904;75,53252;62,66615;94,7965;93,3808;104,71722;160,53131;90,48149;78,15261;184,54189;85,16634;67,52831;96,95442;94,4835
24,9059984;88,3169;85,7931;78,0569;65,30393;71,611;83,7853;75,50087;73,4991;73,17916;71,4716;70,65215;68,74092;70,23941;98,95232;87,13717;145,0324;100,2601;221,41798;78,07499;69,38556;65,86005;66,25148;75,98972;75,70988;69,39957;68,43575;67,43646;75,50359;62,66255;95,4121;93,572;104,4407;160,91524;90,33507;78,02131;184,86642;85,01418;67,47169;97,03307;94,758
24,976;88,051;85,3361;77,6973;65,45296;71,4942;83,6888;75,27173;73,2222;73,10949;71,1545;70,60632;68,42233;70,13495;99,04857;87,38036;145,1614;100,38429;221,86342;77,91318;69,578;65,73876;66,35101;75,8862;75,80635;69,32944;68,32162;67,1721;75,65771;62,62643;95,3333;93,3887;105,0303;160,67903;90,82233;78,33898;184,92674;85,09523;67,83338;97,17143;94,9791
25,047;88,2276;85,2755;78,0204;65,13291;71,2576;83,7662;75,27462;72,8774;73,12797;71,1321;70,54953;68,47739;70,37437;98,80357;87,4444;144,9448;100,28525;221,88914;78,08175;69,77316;65,93058;66,11669;75,92323;75,62027;69,30978;68,35214;67,22577;75,58986;62,73511;95,1365;93,3872;104,68652;160,78571;90,52875;78,21019;184,44737;85,07431;67,59826;97,16965;94,7271
25,118;87,8129;85,2086;77,714;65,07696;70,9474;83,4578;74,96319;72,9966;73,34877;71,0417;70,34269;68,23667;69,56013;98,84589;87,21765;145,3929;100,26378;222,07066;77,87473;69,17813;65,62685;66,24899;75,64545;75,63109;69,12912;67,98359;66,93192;75,46365;62,51916;95,0092;93,0341;104,65648;160,52715;90,52967;78,11568;184,56361;85,02081;67,81596;97,02502;94,8808
25,189;87,5453;84,9697;77,6706;65,1637;71,2321;83,2597;75,21083;72,4708;73,28357;70,8025;70,44047;68,21735;70,29531;98,92214;87,22414;144,9415;99,7707;221,88864;78,06042;69,44346;65,72641;66,39127;75,5793;75,78706;69,33528;67,93562;67,00488;75,45059;62,57185;94,8287;92,6837;104,58229;160,50833;90,56168;77,99258;184,66692;84,74368;67,48882;96,68365;94,6148
25,2589984;87,6384;84,7266;77,6519;65,10164;71,2877;83,0312;75,07882;72,696;73,30672;70,909;70,24427;68,22662;70,06155;98,78321;87,09693;144,9629;99,65103;221,56305;77,88657;69,60627;65,71912;66,38471;75,39648;75,43292;69,89745;67,66402;67,07962;75,4063;62,55872;94,9135;92,7951;104,34914;160,36906;90,42195;78,10509;184,58681;84,80347;67,70566;96,75826;94,3336
25,33;87,1719;84,62;77,3928;65,1869;70,8817;82,7786;75,10792;72,6002;73,06378;70,7365;70,48984;68,02203;69,91756;98,88571;87,21073;145,2023;99,6588;221,61099;77,82974;69,62772;65,58449;66,36224;74,95932;75,08889;69,83209;67,2039;66,82124;75,21992;62,476;94,7911;92,9072;104,08425;160,2173;90,70977;77,97472;184,68669;84,69258;67,41219;96,82067;94,3668
25,401;87,1096;84,5388;77,8315;65,38139;71,4451;83,0847;75,37656;72,8551;72,84827;70,9115;70,65505;68,07632;69,72445;98,51661;87,4868;145,0727;99,52501;221,60899;77,93325;69,781;65,74457;66,24618;75,47325;75,152;69,57598;67,43703;66,85229;75,11265;62,50711;95,3326;92,3979;104,39995;160,50299;90,3693;77,87425;183,95921;84,67337;67,35733;96,62258;94,5098
25,4719984;87,0704;85,7214;78,9249;65,08771;72,1318;84,7183;75,96319;74,7137;73,17977;72,1956;70,97483;67,81975;68,86336;99,76553;87,90826;147,4561;99,07883;221,41399;78,11576;69,85456;65,41168;65,68986;74,98607;76,11395;69,77949;67,77866;67,55688;75,40809;62,91869;95,005;92,6773;105,3298;160,42551;90,72763;77,33025;185,14554;84,32308;67,60871;96,62437;94,0509
