Time;ROI1;ROI2;ROI3;ROI4;ROI5;ROI6;ROI7;ROI8;ROI9;ROI10;ROI11;ROI12;ROI13;ROI14;ROI15;ROI16;ROI17;ROI18;ROI19;ROI20;ROI21;ROI22;ROI23;ROI24;ROI25;ROI26;ROI27;ROI28;ROI29;ROI30;ROI31;ROI32;ROI33;ROI34;ROI35;ROI36;ROI37;ROI38;ROI39;ROI40
25,189;23,0312;23,3034;20,7986;25,7298;19,6281;24,4128;23,2392;20,3742;42,1042;24,0639;19,1762;114,5904;54,6149;31,7441;43,9078;46,6113;69,8237;61,19401;19,63202;91,5971;17,15637;21,23994;74,5123;82,0986;23,4936;67,4432;12,91706;87,3356;42,912;70,2933;76,2362;22,08412;42,0186;20,46084;19,4548;59,549;23,49903;16,43019;27,17441;26,53183
25,2589984;23,1509;23,5019;20,6517;25,4007;19,2065;24,9617;23,5134;20,8182;39,3092;25,1028;19,1901;114,4295;54,1084;31,5718;44,3094;46,405;69,1269;60,54657;19,64597;90,7793;17,30842;20,99438;72,6993;81,1302;24,2508;64,0126;13,02063;86,5817;42,8894;68,7131;75,9017;22,25366;42,08487;21,0906;19,03508;59,926;23,12358;16,75036;27,12541;26,38792
25,33;22,6523;22,9446;20,5302;25,1031;19,0391;25,0523;23,9586;20,2607;36,574;27,3978;19,6941;114,2452;53,9147;31,3495;43,9316;46,5216;69,3892;60,37054;19,57034;91,9741;17,33399;19,79345;71,4156;78,6682;24,0547;60,7533;13,07829;86,7138;42,9289;68,6645;75,0709;22,14198;41,61212;20,81712;19,10285;59,7353;23,08437;16,73469;26,81561;26,64905
25,401;29,992;28,3264;30,5585;27,3108;33,5108;43,3571;38,1349;35,3538;43,2405;32,2935;30,0374;113,1318;53,6945;33,2236;44,4193;46,0214;69,7912;60,17678;19,99831;98,064;17,66218;19,60406;69,4856;79,1204;23,9952;60,0928;12,8605;85,8948;42,6056;67,9255;75,3665;22,02155;41,9751;20,90121;19,11396;58,8064;23,3903;16,28157;27,00983;26,32642
25,4719984;28,1964;28,1376;29,866;28,2089;31,6882;44,6443;38,4315;44,2433;51,042;42,7464;30,4014;113,3551;53,6979;32,9995;43,1095;45,7711;68,7518;59,89638;18,54415;104,689;17,14266;18,66521;68,3001;81,9097;23,7742;59,9651;12,89399;87,2007;44,3633;68,045;75,2256;21,52847;41,14077;19,91274;18,98822;60,3863;23,14279;16,29695;26,44191;26,54554
25,543;28,0329;26,9331;27,4228;26,7957;28,6692;39,5048;34,4265;40,4149;48,2401;38,3368;28,0987;113,1223;54,0604;33,2525;42,7122;45,9533;68,4842;59,25019;19,03612;101,8839;16,76272;18,08549;68,4044;83,0422;22,8023;58,9656;12,95254;86,5574;45,4261;67,3684;75,0183;21,73955;41,05355;19,95051;18,86261;59,4659;23,3615;16,33614;25,56881;25,5991
25,613;27,1947;26,6649;26,2169;25,786;25,41;36,092;30,5329;35,8031;45,6896;34,1804;26,3433;113,7734;52,8035;32,5857;43,958;46,5319;68,8977;60,18002;19,53528;95,1744;17,36932;18,11357;70,6228;81,156;22,0313;61,1064;13,01575;86,5896;45,1282;66,2752;74,8341;21,74752;41,57642;20,10084;18,8724;59,8552;23,20201;16,35907;26,13509;26,28981
25,684;25,3692;25,9213;24,3648;24,9282;24,2476;32,2127;28,4814;32,7276;42,7382;30,6483;24,7631;115,102;53,384;32,8223;43,2544;46,7357;69,4025;60,02147;19,46663;91,4687;17,23925;18,0312;72,5187;79,9416;21,7295;63,1095;13,24107;87,3144;44,322;67,1184;76,0603;22,0128;41,66171;20,68019;19,1505;59,5285;23,3631;16,50624;26,84748;25,90081
25,755;24,6646;24,9774;22,7746;24,5365;22,9118;30,7968;25,9855;28,7458;38,1911;28,1498;22,9861;114,6345;53,0847;32,2927;43,5141;47,442;69,1611;61,05818;20,12928;87,0572;17,52594;18,93947;72,5817;81,2495;22,6302;64,7392;13,32513;87,3561;43,2575;66,2965;75,937;22,23158;42,25374;20,98214;19,23084;60,3013;23,30536;16,65312;26,8807;26,69612
25,8259984;23,8782;24,5315;22,418;24,2355;21,5504;28,861;24,1823;25,6579;34,1426;25,809;21,091;114,516;53,6657;31,9271;45,2947;45,7814;70,0832;61,0397;19,68103;86,3672;17,15946;19,56349;71,3376;82,3204;23,3257;66,3062;13,29585;86,8077;43,7994;67,1117;75,33;21,89577;41,88221;20,76167;19,61628;58,7336;23,18143;16,69986;27,00879;26,69306
25,896;23,1926;24,0805;21,3523;23,7073;20,9779;28,63;22,2947;23,2327;32,5887;24,6009;20,2585;114,2479;53,1948;31,8257;43,3167;46,5673;69,9859;61,21873;19,99725;88,9043;17,50543;19,94571;69,6925;79,6713;24,1084;69,7935;13,14305;87,2931;43,4275;65,2521;75,2874;21,88362;41,89386;20,97042;19,55063;59,2786;23,45844;16,83686;27,0706;26,95906
25,967;23,8247;23,061;20,9227;23,8734;19,9704;27,3149;21,9651;22,3384;34,4507;23,4564;19,0242;113,9923;53,1383;31,7346;44,7326;46,3467;70,0521;61,07715;19,55471;94,8975;17,21937;20,63151;69,6331;76,7615;23,3645;70,3116;13,22888;86,8804;42,8644;65,1014;75,3726;22,31622;41,69143;20,53395;18,64964;59,3619;23,04539;16,84528;27,20405;26,82741
26,0379984;22,9794;23,155;20,5817;23,8585;19,8697;26,8286;21,4167;21,7427;39,337;23,319;19,4295;115,1078;53,2823;31,9029;44,72;46,7095;70,1909;60,89913;20,05133;98,0678;17,698;20,9663;68,6271;76,2625;23,7524;67,4524;13,28476;87,4734;43,7081;63,8227;76,1452;21,6732;42,14899;20,58884;19,14189;59,832;22,92912;16,71118;26,83393;26,98305
26,109;23,0324;23,6127;21,0065;24,2358;19,8085;26,5968;21,6076;20,98;44,8596;24,4047;19,4256;114,7096;54,0723;31,4587;43,7819;46,6817;69,8755;60,97403;19,78855;96,0593;17,4564;21,0156;69,8126;81,0851;23,0436;66,1329;12,99379;87,1759;43,1074;64,2883;75,2989;22,08229;41,97071;20,824;19,02912;59,4261;23,28101;16,7942;27,06851;26,44761
26,179;22,5954;23,1522;20,7652;25,0132;18,7469;26,6981;21,1652;20,5224;43,7;27,0935;19,4337;114,7114;53,3207;31,8198;43,6897;46,1587;70,4976;60,79725;19,73954;95,4019;17,32473;21,22496;70,9327;83,2759;22,7465;62,9241;13,18674;86,3546;43,2626;63,9876;76,5294;21,86207;42,12099;20,44484;19,24011;59,6884;23,00103;16,68128;26,98496;26,45104
26,25;23,1913;23,3103;20,5976;25,4261;19,5133;25,8829;21,6917;20,7752;42,8129;28,8991;19,3359;114,2458;53,1141;31,6632;43,5452;46,3865;68,9822;60,18177;19,75792;93,8903;17,39353;20,98471;72,0582;81,0673;21,9947;60,8595;12,97405;86,6738;43,5156;63,0308;74,835;22,06844;41,92176;20,8867;19,34653;60,084;22,97439;17,1701;26,88993;26,58972
26,321;22,7021;23,0502;20,3132;25,5939;19,5624;25,3067;22,8395;20,576;42,0873;30,1034;20,264;114,6356;54,087;31,4073;42,7503;46,6447;69,8086;60,54632;19,81495;94,0456;17,25494;20,52262;71,614;77,7806;22,7242;59,3619;13,12819;87,4032;43,4466;62,9025;76,119;21,71643;42,10314;20,63386;19,01019;59,8772;23,51423;16,99187;26,82306;26,14157
26,3919984;22,3418;22,7304;20,8284;26,0308;19,6637;24,9232;23,2162;21,4708;41,4792;29,4458;22,736;114,0145;53,5985;31,6509;44,5958;46,8252;70,1043;60,60749;19,92987;94,2585;17,83115;19,67301;72,2659;75,3978;23,7051;63,554;13,05034;86,308;43,2826;66,9046;75,5181;22,01097;41,55344;20,56949;19,0953;59,6134;23,26398;16,45602;26,81203;26,92353
26,462;22,523;22,8109;20,4902;25,7601;19,4627;24,6787;23,0888;20,7156;39,3183;29,4757;22,9861;113,2448;53,0169;31,2443;42,7551;45,9666;69,5151;60,49313;19,55281;91,4292;17,71751;19,90328;72,7953;77,8195;23,4113;64,0564;13,06875;87,1011;43,1309;70,3085;76,7087;22,29872;42,02405;20,42084;19,22687;59,2415;23,16954;17,18432;26,99955;26,56664
26,533;30,2208;28,1014;31,0125;27,1468;34,4396;47,6896;41,6121;47,4131;50,3169;38,5218;31,1262;113,3026;53,9853;33,8775;43,6201;46,1355;69,5564;60,08015;19,4548;89,1291;18,19689;18,87332;71,9133;86,4531;23,6945;64,9005;13,11022;85,4439;43,1762;69,3429;76,0393;21,54088;41,632;20,74642;19,10285;59,0664;23,11135;16,67838;27,1908;26,66258
26,6039984;29,1896;28,1452;28,9;27,149;30,5353;43,9026;37,0595;43,2946;51,5836;37,0632;28,3433;113,2786;53,393;33,2107;43,8408;45,7294;68,465;59,93683;18,88509;86,8096;17,89538;18,27145;71,2192;87,2753;23,2349;63,7456;13,08383;85,9713;44,4144;69,8206;74,3738;21,4633;40,75877;20,01749;19,10589;58,9155;22,62604;16,70595;26,00343;25,99621
26,675;26,681;26,7726;27,5797;26,5649;26,9183;39,0259;33,3417;37,5492;47,9159;33,7801;26,1378;112,6687;53,8233;32,8243;43,5669;45,8399;68,5822;60,25219;19,05767;89,6345;17,2059;18,71669;70,0874;81,1789;22,5404;64,5124;13,0071;85,5469;43,9898;69,3723;73,9242;21,50052;41,03035;19,84521;19,18703;59,7621;22,92295;16,31698;25,63375;25,24959
26,745;26,3826;25,8426;25,5843;25,4564;25,1634;35,9688;29,9825;34,4089;43,1952;30,495;24,1704;112,9639;52,8075;32,6486;43,2821;45,8799;68,1934;60,39925;19,41635;94,6717;17,4144;19,82278;70,2062;75,9526;22,4118;66,0033;13,17121;85,3254;43,9701;69,8355;75,3303;21,99569;41,74455;19,97228;18,82714;60,0781;23,18132;16,38781;26,28046;25,62741
26,816;25,6987;25,0118;23,7091;25,2375;23,7835;32,9736;27,8551;30,7171;39,3636;29,2227;21,8548;113,7556;53,371;32,0804;43,1627;46,5062;69,6941;59,94182;19,85023;96,235;16,89353;20,03463;69,4175;74,9311;21,4979;68,0944;12,95232;87,0957;43,0036;69,2812;74,5406;22,35462;41,93961;20,53954;18,9816;59,4474;23,32571;16,83628;26,61483;26,60992
26,887;24,9781;24,404;21,9861;24,9441;22,4556;29,9885;25,9609;27,9283;36,2249;27,9336;21,6196;114,3031;54,2242;32,3727;44,6192;46,2446;70,0952;60,01024;19,97359;96,2868;16,74172;20,19158;70,8598;80,2872;22,3539;68,4853;13,01486;85,9498;42,0852;69,6961;75,3032;21,65948;42,00011;20,71256;19,16214;59,5783;23,39877;16,55588;27,06881;26,75978
26,9579984;23,7164;23,8959;21,5157;24,9631;21,217;27,2631;24,0863;24,3448;33,207;27,2455;20,4756;112,9737;52,3862;31,5748;42,5405;46,3603;70,7467;60,1146;20,19349;94,5627;16,99778;20,66958;70,8295;83,6132;21,1854;65,8905;13,16079;87,7017;42,4652;70,7089;75,4667;21,68992;42,23675;21,08856;19,03786;59,6598;23,42026;16,66009;27,3031;26,43895
27,028;23,4728;23,2236;20,874;25,0423;20,4015;25,9719;23,8954;22,4383;31,6888;27,5097;19,4937;112,8547;53,1813;31,0695;43,4193;46,2109;69,8576;60,26467;19,26257;95,111;17,22097;20,27395;71,6887;81,2474;20,153;64,1023;12,86893;86,179;42,3994;69,3305;75,056;21,79846;41,9347;20,74698;19,19259;59,801;22,77558;16,86531;26,92881;26,95023
27,099;22,8753;24,0439;21,0283;25,9951;19,5403;25,5121;23,1039;21,6281;33,418;26,853;19,0994;114,1486;52,5359;31,3373;43,3263;45,9651;69,1284;60,88714;19,7275;97,7687;17,7227;19,91014;71,3965;76,8527;21,6137;61,7233;12,97827;86,6848;42,4669;69,3383;74,9808;21,77573;41,46345;20,95907;19,10245;59,3201;23,2769;17,00087;26,8798;26,51452
27,1699984;22,6743;23,3549;20,8743;25,3763;19,8687;25,3194;22,8713;21,5605;39,2133;26,6972;19,4188;113,7421;53,6324;31,323;43,727;45,9175;69,3748;60,57903;20,04795;98,6965;17,8976;19,83651;71,3088;77,1888;21,4421;59,1998;13,05633;86,5965;42,8837;69,5855;74,4052;21,72936;41,71943;20,48019;19,17551;59,369;23,20316;16,93556;26,87667;26,57403
27,241;22,5352;22,9471;20,6873;25,1686;19,4837;25,9603;23,2185;20,9423;44,4879;27,0492;19,6305;113,4861;52,9266;31,9123;43,4743;46,1805;69,6996;60,19426;19,62146;98,001;17,83387;19,45211;70,4185;80,8992;22,9182;56,9803;12,82191;87,0445;42,6718;69,3149;75,6557;21,99125;41,54885;20,59088;19,09795;58,9683;23,12084;16,62061;26,80548;26,72642
27,311;22,2992;22,9157;20,3311;25,0335;19,6025;25,4778;24,7778;20,7869;49,1225;26,9202;19,4853;113,4202;53,5308;31,4646;43,7252;46,4904;69,7745;59,99376;19,95733;98,0208;17,90909;18,65429;68,4975;80,3118;22,8215;55,0849;12,94322;85,8233;42,7731;68,2401;75,3257;22,06191;42,16492;20,51274;19,13355;59,2816;23,33852;16,48244;26,67471;26,49666
27,382;22,984;22,9432;20,3061;25,6501;19,7684;26,0343;25,8954;20,6333;47,7977;27,219;21,2414;113,8831;52,6781;31,3709;43,4591;46,4949;68,8776;59,94032;19,69582;92,5664;17,3645;18,69111;67,5928;78,5779;23,2008;56,5101;13,18962;87,1249;42,8386;66,3741;75,1437;21,85632;41,36095;20,94233;18,98835;59,1853;23,61255;16,58142;27,1908;26,39477
27,453;22,4694;22,6047;20,5746;25,2436;19,4892;25,9598;25,7913;20,4131;45,6409;28,0445;22,9025;113,534;53,4579;32,0312;43,5707;46,6829;69,2968;60,24469;20,00993;89,4785;17,20751;19,24743;66,7965;77,978;22,9527;60,8174;13,277;86,9462;42,7237;66,1996;75,0938;22,32811;42,00737;21,088;19,16903;58,6762;23,01932;16,67373;26,73295;26,69053
27,5239984;22,6464;23,0091;20,4939;24,8925;19,187;26,0906;25,5976;20,8895;41,0817;28,7012;25,9;113,682;53,7967;31,793;43,701;46,3144;69,8242;60,26741;19,93219;85,0473;16,71097;20,45585;68,5475;78,8954;23,8071;62,5135;12,91084;86,7217;42,6665;64,4447;75,5769;21,74138;41,76571;20,50958;19,27876;59,3795;22,96959;16,68505;27,28239;26,64527
27,594;30,2659;27,7144;31,0116;27,4315;33,3825;47,3092;39,0834;46,8491;47,167;40,6411;30,04;112,1511;52,9368;33,5327;43,505;46,0908;69,2487;59,6432;19,32404;81,2807;17,12525;19,71544;69,6481;82,7101;23,1854;64,5419;13,06077;86,4997;42,6757;64,3007;75,8088;21,62304;41,77458;20,67516;19,05665;59,6691;23,14165;16,4357;26,77078;26,72894
27,665;27,8428;27,5695;29,3594;26,7183;28,9659;42,469;34,3505;43,0441;44,3705;38,8199;27,2298;111,8184;52,5144;32,785;42,8918;45,0391;67,9932;59,21373;18,52197;83,5555;16,43207;19,71856;69,5188;84,8826;23,0292;66,8397;12,79086;86,2284;44,3398;63,8333;74,6283;21,71735;40,81873;20,21767;18,87836;59,6862;23,1652;16,23164;26,28552;25,81984
27,736;26,5133;26,9272;27,0405;26,4207;26,6366;37,5822;30,5753;37,7435;41,1528;34,8202;25,1439;112,4057;52,7809;33,2584;44,7131;45,5904;68,4911;59,29738;18,93135;86,3917;16,60252;19,7351;71,8721;79,3969;23,4681;70,6722;13,09492;86,3103;43,6172;62,311;73,3403;21,94266;40,76357;19,83256;18,80384;58,7255;23,00572;16,14223;25,84972;25,61226
27,807;26,1715;25,356;24,8088;25,5483;24,2556;33,8281;27,5953;33,2467;39,9041;31,2966;22,8312;112,9243;52,2005;32,1098;42,7741;45,5742;68,987;59,91411;19,1616;92,3624;17,52532;20,77909;72,7692;75,4883;22,7768;72,3986;13,55866;86,7028;43,1676;62,9184;73,9586;21,92124;41,54949;20,1546;19,14811;59,2203;23,06516;16,31524;26,40974;26,055
27,8769984;25,3746;24,4002;23,4075;25,5568;23,2717;32,3292;25,5521;30,1599;41,1414;29,1134;21,1868;113,8974;53,7007;32,0575;44,3985;46,7493;69,1089;60,35106;19,57161;102,8941;18,14032;21,17816;72,0935;77,6336;23,957;71,5832;13,11178;86,3799;42,9461;63,6;73,5988;21,71944;41,70746;20,80614;18,91052;58,8061;23,29804;16,90276;26,91525;25,67358
27,948;24,3885;24,0933;22,3701;25,0652;21,9789;29,673;23,5436;25,9634;42,7731;27,2551;20,7431;113,3518;53,0294;31,7293;44,0826;46,2134;69,3134;60,597;19,97381;105,0235;18,32362;20,66895;73,2086;83,5189;23,3241;68,5491;13,13728;87,2253;42,4813;65,6929;74,3893;21,89786;41,94154;20,89861;19,17432;59,1294;23,21139;16,94514;27,44951;26,55437
28,019;23,3987;23,9791;21,5276;24,785;21,0256;27,1137;22,7165;23,8978;41,5397;25,6579;19,5273;113,0158;52,7662;31,5368;44,5253;46,321;70,0414;60,60849;19,87051;106,3774;17,87698;19,67426;72,7901;81,7263;22,7976;65,959;13,34043;87,0561;42,5864;69,189;74,7851;22,05956;42,34641;20,72502;19,26578;59,4996;23,23197;16,92656;27,27837;26,60469
28,0899984;23,1049;23,7816;21,2826;24,9958;20,0045;25,7662;22,3186;22,8785;39,559;25,6816;19,4924;113,7525;52,6149;31,4982;43,3847;46,3667;69,4226;59,55181;19,83038;104,7633;17,62092;19,23339;72,4997;77,6922;21,7487;60,7661;12,86338;86,499;42,6081;70,477;74,0837;21,61129;41,8323;20,78512;19,26989;58,612;23,18738;16,45254;27,25484;26,54157
28,16;22,8449;23,2605;20,665;24,7413;19,8652;25,4474;22,0655;20,9555;39,4286;26,524;21,0752;113,5348;53,2868;30,7884;41,9784;46,0929;69,1399;60,04919;19,7142;99,5777;17,33115;19,08268;71,05;75,6037;21,8092;57,1464;13,07541;85,5558;42,2529;70,0191;74,2438;21,64903;41,80697;20,73823;18,76625;59,1614;23,42643;16,49898;27,09279;26,455
28,231;22,4256;22,6729;20,983;25,0056;19,6451;25,6548;22,4698;21,6594;40,6033;27,4162;22,14;113,2415;53,2501;31,095;43,212;46,2289;68,8231;60,03296;19,85065;96,1046;16,93972;19,16568;71,1048;77,509;21,5887;54,2749;13,03659;86,3372;42,2333;70,1043;74,7123;21,71082;41,84181;20,57247;19,22965;58,5526;23,12964;16,72975;26,74903;26,63336
28,302;22,1011;22,714;20,9623;24,4036;19,206;25,6705;23,3802;21,4364;41,4879;28,9813;21,7335;112,9444;52,7956;31,2407;43,3557;45,9907;68,9364;59,96754;20,02514;89,0133;17,00679;18,81779;71,1595;80,9473;23,0122;54,1011;12,78399;86,5612;42,0432;70,0316;74,6323;21,95089;41,55494;21,02605;18,95129;59,284;23,10026;16,2984;27,04841;26,38215
28,373;21,9528;22,6897;20,7706;25,2182;19,8516;25,2659;23,9715;20,8023;43,3752;31,3816;22,5937;112,8568;52,7578;31,3225;43,8157;45,9251;69,0723;59,85019;19,45839;82,9915;16,76939;18,62527;69,7914;81,0564;23,2779;57,2198;12,85074;85,9987;42,0677;69,673;74,0734;21,71016;41,52565;21,1174;19,02594;58,1917;23,14542;16,54223;26,72773;26,69342
28,4429984;21,7109;22,5329;20,9337;25,206;19,3534;26,2679;24,804;20,6658;43,6226;31,486;22,2278;112,001;52,4523;31,5068;44,0489;46,3298;68,9898;59,50837;19,78179;79,2701;16,45294;18,64743;67,9495;77,342;23,991;61,0569;12,72455;85,1759;41,8729;68,3777;74,0298;21,59548;41,59224;20,30847;18,79497;58,7079;23,15194;16,65283;26,76631;26,25338
28,514;22,2297;22,7593;20,4786;24,891;18,8546;26,4893;24,89;20,4123;42,763;30,0822;22,2414;112,1111;52,9114;31,9948;44,122;46,2719;68,8658;59,52509;19,71441;80,7841;16,8939;19,06708;69,0858;77,5377;22,8114;67,2126;12,73675;85,798;42,1165;67,8922;74,403;21,72348;41,7779;20,66828;19,00093;58,853;23,00823;16,15617;26,70673;26,4523
28,585;22,3843;22,2006;20,3693;24,7503;18,6812;26,6823;24,3172;20,2727;41,323;28,0866;22,2685;112,6428;53,3907;32,3737;43,2181;45,9222;69,4651;60,83895;19,40262;84,8372;17,29941;19,37317;70,2043;78,0537;22,899;69,3511;13,13817;86,7453;42,3973;67,5823;74,7601;21,57458;41,37569;20,53991;19,07664;58,8696;23,06642;16,84238;27,12064;26,02543
28,6559984;23,866;24,264;20,6576;25,8395;19,3509;26,1339;23,9281;20,1999;43,4042;26,7536;22,0207;113,8935;52,5212;31,5748;43,3739;45,9806;68,9607;60,01923;19,73109;87,5024;17,93688;20,28799;71,0845;79,0995;22,4676;71,5953;12,8982;87,1813;42,9995;67,7649;73,7549;21,61102;41,50823;20,57786;18,89384;58,7963;23,11124;16,59216;26,91451;26,1138
28,727;29,4496;27,5695;29,951;27,4728;33,1459;45,3441;38,9618;45,719;49,3538;36,7735;28,7364;111,7148;52,4404;32,7148;42,9459;45,6915;68,0047;59,08265;18,65167;98,7759;17,98542;20,37254;69,7705;82,8637;21,1727;71,9323;13,0346;86,5069;43,3359;66,3135;73,8161;21,80865;41,37217;20,62288;19,03243;59,1429;23,03464;16,23745;27,08758;26,1468
28,797;27,9052;27,0648;27,7035;26,8375;28,5549;40,6778;34,504;41,5428;46,2911;35,6146;26,9813;110,8847;52,1304;31,8959;42,18;44,9534;68,9917;59,27665;18,50613;107,4922;17,28286;20,43307;69,0184;80,6437;21,5813;69,1703;12,9674;85,6948;43,9012;64,5755;73,6578;21,40805;40,32813;19,76744;18,8499;58,9043;22,70173;16,782;25,85463;25,06673
28,868;26,7703;26,4441;26,7559;25,7887;26,2541;36,9479;31,2058;36,2656;43,2606;32,9595;24,5321;112,8055;52,8854;31,8098;43,7174;45,2831;68,3856;59,38926;18,8684;107,5061;17,24259;20,21622;68,3553;79,6753;22,542;66,6358;13,03194;85,7343;44,0114;63,367;72,9823;21,52312;41,13435;20,32;19,04871;59,2151;22,91048;16,50653;25,87325;25,82453
28,939;26,5782;25,162;24,6729;25,4723;24,0992;34,6683;28,3862;32,8137;40,2653;30,7321;23,0897;112,6971;53,0813;32,2718;43,3912;45,8986;68,6888;60,27316;19,72138;102,6982;17,64847;20,45679;67,46;80,6601;23,2046;63,506;13,1222;87,2921;44,187;64,3184;74,2807;21,73563;40,86415;20,70995;19,16704;59,4703;22,76906;16,69666;26,26303;26,40487
29,0099984;25,2823;24,6186;22,8196;25,0472;23,2566;31,5056;25,466;30,0679;36,5247;29,5517;21,5786;113,0485;53,5031;32,0009;44,0831;45,7497;69,1355;60,00549;19,85087;98,2129;17,1544;20,01092;67,5033;79,9383;23,7646;59,1918;13,28366;86,9275;43,1697;64,3046;73,4018;21,8187;41,03121;21,31535;19,24368;59,1053;23,23928;16,67083;26,74233;26,40866
29,08;24,1795;23,2954;21,8794;24,343;21,3414;28,9834;23,2068;25,6945;34,9675;27,5414;20,4243;112,5207;52,5466;31,5782;43,0904;45,987;68,5393;59,07466;19,79552;94,2653;17,02964;19,44867;68,5715;77,8125;23,9586;55,9046;13,08516;85,999;42,8929;64,5571;72,8998;21,9855;41,71879;21,03665;19,1231;58,7109;23,08106;16,45544;26,73622;26,4119
29,151;23,4315;23,2961;21,5843;24,4906;20,6471;26,4114;21,9061;23,4621;36,4591;25,4178;19,5134;112,1399;53,0655;31,2689;43,1194;46,3325;68,5736;60,42572;19,81791;86,5756;16,95615;18,87363;70,1523;77,0505;22,9389;53,7861;12,89843;85,7755;42,36;65,4968;74,4061;21,83216;41,84662;20,28595;19,23494;58,7744;22,92146;16,90943;27,35031;26,63986
29,2219984;22,9764;23,5657;20,9099;24,5991;20,5885;25,534;21,5901;21,9872;40,4095;24,2611;21,0842;113,0129;51,8837;31,462;42,5517;46,4774;68,7967;60,65094;19,73891;83,8137;17,31942;18,34165;70,1755;78,8424;22,1169;56,5017;13,08383;87,0627;42,874;65,728;74,1428;21,6297;41,85774;20,42363;19,30986;58,42;23,17069;16,76691;26,91719;26,36447
29,293;22,3114;23,0226;20,9417;24,9682;19,7053;24,2203;21,2831;21,4644;44,1223;23,4931;21,7528;112,4807;52,3591;30,7361;43,5244;45,9712;68,6017;60,41099;19,52429;78,326;17,52285;18,5688;70,9995;79,4093;20,9373;62,0254;12,94921;85,2153;42,7962;66,3645;73,5571;21,53161;41,95575;20,85321;18,88551;59,191;23,0295;16,84615;27,00685;26,48224
29,363;22,4109;22,7405;20,0317;24,3005;19,4541;24,6303;21,3972;20,8133;43,5188;23,319;22,1249;112,8195;53,1728;30,8043;42,6828;46,0445;68,6581;61,01448;20,14385;78,7565;17,74185;17,84805;71,5552;79,6105;20,7083;66,652;13,17631;85,849;42,904;68,7011;73,8262;21,91105;42,05152;20,60688;19,18332;59,0479;23,00366;16,65544;26,62035;26,22597
29,434;22,3919;22,6088;20,4628;24,4774;19,9298;25,6691;21,4458;20,8849;42,0605;23,6408;22,0813;112,7564;52,3241;31,2109;42,2168;45,7697;69,1369;59,59775;19,97951;83,0364;17,74469;17,6337;70,5014;79,2312;20,3746;70,6481;12,82879;85,7473;42,8915;70,0957;74,684;21,63231;41,41032;20,21451;18,98465;58,9678;23,12793;16,64615;27,01549;26,2202
29,505;21,8437;22,596;20,1076;24,6846;19,0727;25,6908;22,1154;20,2244;39,9982;25,5735;22,3995;112,4063;53,0181;31,1998;42,4171;45,3504;68,3121;60,31036;19,797;88,0307;17,32868;17,81903;71,0049;77,7212;21,7667;74,5283;12,85717;86,022;42,7529;70,4532;74,3269;21,79781;41,47563;20,63628;18,84911;59,7509;22,95964;16,36401;26,70435;25,99387
29,5759984;21,8424;22,7384;20,1716;24,323;18,998;26,1761;22,4365;20,2871;37,9697;26,8511;22,667;112,2486;52,2428;30,743;43,5933;45,6449;68,3476;59,34307;19,30587;88,8048;17,05534;18,22746;70,4191;77,9246;24,0053;75,0551;12,95298;85,3292;42,5465;68,3291;74,3257;21,55669;41,23771;21,1107;18,71357;58,3099;22,88247;16,55878;26,71954;26,22759
29,646;22,185;22,5385;20,3186;24,6777;18,816;26,6092;23,0276;20,0773;36,244;26,962;21,9197;111,5224;51,9797;31,4298;43,5145;45,2815;68,3007;59,9236;19,51141;91,6941;16,88945;18,82902;69,3783;79,1736;24,2465;72,8328;12,86094;85,3868;42,5004;68,5901;72,6651;21,2999;41,48739;20,36856;19,01138;58,4176;22,95953;16,86009;26,72461;26,44977
29,717;22,3666;22,3023;19,8621;25,129;18,2787;26,6398;23,0042;20,0272;35,8019;26,7748;22,6137;112,6323;51,5872;31,0179;43,8633;45,8796;68,0935;59,9975;19,72666;97,6652;17,27693;19,82746;67,6637;78,8669;24,2173;70,2683;13,08405;86,3469;42,8486;68,1106;72,7994;21,66196;41,2251;20,80781;18,56254;58,619;22,9226;16,27083;26,91987;26,04581
29,7879984;22,4593;22,7586;20,4905;25,0015;18,8942;26,841;24,1395;20,209;37,2458;27,3019;22,5589;112,7031;53,3614;31,4662;43,4513;45,6314;68,6375;60,49688;19,68694;103,8488;17,33967;20,74602;67,6942;77,3127;23,1753;65,6761;12,81215;86,5499;43,2319;66,9046;74,0655;21,64903;41,28784;20,46344;19,02634;59,5978;22,80942;16,58171;26,44012;25,9385
29,859;29,8504;26,217;27,6259;26,9949;29,218;35,6972;33,7817;23,5255;41,5692;28,0389;26,4418;112,3078;53,0971;32,0221;42,6646;45,9452;69,2241;60,33308;19,49662;105,2354;17,51803;20,92543;67,4696;76,9061;22,466;61,9877;12,94345;86,764;43,3723;65,9638;73,2752;21,92751;41,45896;20,19014;19,0638;58,4078;22,93335;16,82293;26,3101;26,07051
29,929;29,209;27,589;29,9006;27,1529;31,5348;44,6978;37,8079;44,3965;52,7506;40,628;27,7661;110,9276;52,7499;32,397;42,5746;44,8035;67,471;59,32459;18,85763;105,1155;17,59906;20,40281;68,1561;82,5927;21,2981;56,8233;12,75006;86,032;43,6593;65,4525;72,3455;21,40739;40,73546;20,33916;18,90682;59,1311;22,59323;16,37852;26,65758;25,72011
